smiles	generation
CNCC1N(CC([O-])=O)c2ncccc2Cc2ccccc12	2
OC1C(CCC2(O)C3Cc4ccc(O)c(O)c4C12CCN3CC=C)OCCOCCOCC=O	2
CNCC1N(CC=O)c2nc(O)c(O)cc2Cc2ccccc12	2
[O-]C(=O)C(NCCc1sccc1C=O)c1ccccc1Cl	2
CC(C)C(N(Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)C(=O)CCCC=O)C([O-])=O	2
CC1CCOC2CN(\C=C(\C([O-])=O)C(=O)NCc3ccc(F)cc3F)C(=O)C(=O)N12	2
COC(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)CN(N)Cc1ccc(cc1)-c1ccccn1)C(C)(C)C	2
OC1C(CCC2(O)C3Cc4ccc(O)c(O)c4C12CCN3CC=C)OCCOCCOCCOCCOCCOCC=O	2
Cc1ccc(cc1Cc1ccc(s1)-c1ccc(F)cc1)C(O)C(O)C(=O)C(O)C(=O)CO	2
CCOc1ccc(Cc2cc(ccc2Cl)C2OC(CO)C(O)C(=O)C2=O)cc1	2
Cc1cc(C(N)=O)c(Nc2cccc(O)c2O)s1	2
CC(O)c1ccc(CC=O)nc1	2
Oc1c(Cl)cc2c(NC(=O)OC2(C#CC2(O)CC2)C(F)(F)F)c1O	2
OCCOCCOCCOCCOCCOCCO	2
NC(Cc1ccccc1)C(O)CN(N)Cc1ccc(cc1)-c1ccccn1	2
OC1CCC2(O)C(=O)Cc3ccc(O)c4OC1C2(CCNCC=C)c34	2
CNCCN1C(C([O-])=O)c2ccccc2Cc2cccnc12	2
OCCOCCOCCOCCOCCOCCOC1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3)c45	2
CC12CCC3=C4CCOC(=O)C=C4CCC3C1CCC2(O)CC([O-])=O	2
Nc1ccccc1Sc1ccccc1C(=O)N1CCNCC1	2
Cc1c(N)c(Cl)cc(O)c1O	2
[O-]C(=O)C(N1CCc2c(C1)ccs2=O)c1ccccc1Cl	2
CC12CCC3=C4CCOC(=O)CC4(O)CCC3C1CCC2(O)CC#N	2
CN1CCNc2ncccc2Cc2ccccc2C(=O)OC1	2
NCc1c(O)c(O)c(F)cc1F	2
[O-]C(=O)CC(Oc1cccc2ccccc12)c1cccs1	2
CC(C)c1nc(N)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC([O-])=O	2
COC1CC(CC(C)C2CC(=O)C(C)C=C(C)C(=O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C(C)C(CC(O)CCC(C)C(=O)C(=O)C(=O)N3CCCCC3C(=O)O2)OC)CCC1OP(C)(C)=O	2
Cc1ccc(cc1Cc1ccc(-c2ccc(F)cc2)s1=O)C1OC(CO)C(O)C(=O)C1O	2
OCCOC1CCC2(O)C(Cc3ccc(O)c4OC1C2(CC=O)c34)NCC=C	2
CNCc1cccc2c(O)c(O)ccc12	2
O=CC=O	2
CC(C)CCNC=O	2
OC1CC(CCC1c1c(O)c2ccccc2c(=O)oc1=O)c1ccc(Cl)cc1	2
Clc1ccccc1CN1CCc2sccc2C1	2
OCCNCC=O	2
CC(O)C=O	2
CN1CCN2C(C1)c1ccccc1C\C(=C\C([O-])=O)\C\2=N/C([O-])=O	2
NC(C([O-])=O)C([O-])=O	2
Oc1ccc2CC3NCCC45C(Oc1c24)C(CCC35O)OCCOCCOCCOCC=O	2
COCCOCCOCCOCCOCCOCCOCCOC1CCC2(O)C(=O)Cc3ccc(O)c4OC1C2(CCNCC1CO1)c34	2
CC(C)c1nc(nc(c1C=CC(O)CC([O-])=O)-c1ccc(F)c(O)c1O)N(C)S(C)(=O)=O	2
CC1CC(=O)OC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12	2
COC(CC1CCC(C)C(O)(O1)C(=O)C(=O)N1CCCCC1C([O-])=O)C(\C)=C/C=C/C=C\C(C)CC(C)C(=O)C(OC)C(O)C(\C)=C/C(C)C(=O)CC(=O)C(C)CC1CCC(OP(C)(C)=O)C(C1)OC	2
COCCOCCOCCOCCOCCOCCOCCOC1CCC2(O)C3Cc4ccc(O)c(O)c4C2(CCN3CC2CO2)C1O	2
CCc1ccc(CCOc2ccc(cc2)C(O)C(SC(N)=O)C([O-])=O)nc1	2
NCCO	2
NC(N)=NC(N)=N	2
CCc1ccc(CCOc2ccc(CC3C(=O)NC(=O)S3(=O)=O)cc2)nc1	2
CCc1ccc(CCOc2ccc(CC(=O)C(=O)NC(=O)S([O-])=O)cc2)nc1	2
Cc1cn(cn1)-c1cc(NC(=O)c2ccc(C=O)c(Nc3nccc(n3)-c3cccnc3)c2)cc(c1)C(F)(F)F	2
OCCOCC=O	2
Oc1ccc2CC(=O)C3(O)CCC(OCCOCCOCCOCC=O)C4Oc1c2C34CCNCC=C	2
CC(C)(C([O-])=O)c1ccc(cc1)C(O)CCCN	2
Cc1cnc(CS(=O)c2nc3ccc(O)cc3[nH]2)c(C)c1O	2
Cc1cn(cn1)-c1cc(NC(=O)C([O-])=O)cc(c1)C(F)(F)F	2
Cc1ccc(cc1Cc1ccc(-c2ccc(F)cc2)s1=O)C(O)C(O)C(O)C(O)C(=O)CO	2
CCOc1ccc(Cc2cc(ccc2Cl)C2OC(C=O)C(=O)C(O)C2O)cc1	2
CNCCN1C(C=O)c2c(Cc3cccnc13)ccc(O)c2O	2
COc1ccc(CC(CC(N)C(O)CC(C(C)C)C([O-])=O)C(C)C)cc1O	2
CC1CC(O)OC2CN(\C=C(/C(=O)NCc3ccc(F)cc3F)C(=O)C([O-])=O)C(=O)C(=O)N12	2
NC(=O)c1ccc(CC(O)c2c[nH]c3nc(N)[nH]c(=O)c23)cc1	2
CCCC1OC2CC3C4CCC5=COC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)C=O	2
CC(C)(C)C#CC=CCNCc1cccc2c(O)c(O)ccc12	2
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)C([O-])=O	2
Oc1ccc2CC(NCC=C)C3(O)CCC(OCCOCC=O)C4Oc1c2C34CC=O	2
OCCOC1CCC2(O)C(=O)Cc3ccc(O)c4OC1C2(CCNCC=C)c34	2
CN(CC=CC#CC(C)(C)C)Cc1cccc(C([O-])=O)c1O	2
COc1ccc2nc([nH]c2c1)S(=O)Cc1ncc(C)c(OC)c1C=O	2
OCC(O)C(O)C(O)C=O	2
NCc1ccc(cc1)-c1ccccc1-c1nn[nH]n1	2
OC1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3)c45	2
COCCOCCOCCOCCOCCOCCOCCOC1CCC2(O)C3C\C(=C\C=C(\O)C([O-])=O)C(=O)C2(CCN3CC=C)C1O	2
Cc1[nH]c2ccccc2c1CC([O-])=O	2
Oc1ccc(-c2ccc(C=O)cc2)c(c1)-c1nn[nH]n1	2
COCCOCCOCCOCCOCCOCCOCCOC1CCC2(O)C(Cc3ccc(O)c4OC1C2(CC=O)c34)NCC1CO1	2
OCCOCCOCCOCCOCCOCCOC1CCC2(O)C(=O)Cc3ccc(O)c4OC1C2(CCNCC=C)c34	2
NCNc1cc(Cl)c(c(O)c1O)S(N)(=O)=O	2
OC1C(CCC2(O)C3Cc4ccc(O)c(O)c4C12CCN3CC=C)OCCOCCOCCOCCOCCOCCOCC=O	2
CC(C)c1ccc(cc1)C(=O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1	2
CCC12CC(=C)C(=O)C(CCc3ccc(O)c(O)c3)C1CCC2(O)C#C	2
Nc1ccccc1Sc1ccccc1C(=O)N1CCN(CCOCC=O)CC1	2
CC(C)(C)C#CC=CC([O-])=O	2
COCC(=O)C(C)=CC(C)C(=O)CC(OC(=O)C1CCCCN1C(=O)C(=O)C1(O)OC(CC(OC)C(C)=CC=CC=CC(C)CC(C)C([O-])=O)CCC1C)C(C)CC1CCC(OP(C)(C)=O)C(C1)OC	2
OC(C(CC=O)CC=O)(c1ccccc1)c1ccccc1	2
CC(C)(C([O-])=O)c1ccc(cc1)C(O)CCCNCCC(CC([O-])=O)C(O)(c1ccccc1)c1ccccc1	2
Oc1ccc2CC3N(CC=C)CCC45C(Oc1c24)C(CCC35O)OCCOCCOCCOCCOCCOCCOCC([O-])=O	2
CC(C)C(CC(N)C(O)CC(C(C)C)C(=O)NCC(C)(C)C(N)=O)Cc1ccc(O)c(O)c1	2
COc1ccc2nc([nH]c2c1)S(=O)Cc1ncc(C)c(O)c1CO	2
CNc1nc(C(C)C)c(C=CC(O)CC([O-])=O)c(n1)-c1ccc(F)cc1	2
COc1ccc(CC(CC(N)C(=O)CC(C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)cc1O	2
COc1ccc(CC(CC(=O)C(O)CC(C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)cc1O	2
OCCOCCOCCOC1CCC2(O)C(=O)Cc3ccc(O)c4OC1C2(CCNCC=C)c34	2
COc1ccc(CC(CC(N)C(O)CC(C(C)C)C(N)=O)C(C)C)cc1O	2
Cc1ccc(cc1Cc1ccc(s1)-c1ccc(F)cc1)C(O)C(=O)C(O)C(O)C(=O)CO	2
OC1CCC2(O)C(Cc3ccc(O)c4OC1C2(CC=O)c34)NCC=C	2
Oc1ccc2CC3NCCC45C(Oc1c24)C(=O)CCC35O	2
[O-]C(=O)C=C	2
Oc1ccc2CC3N(CC4CO4)CCC45C(Oc1c24)C(CCC35O)OCCOCCOCCOCCOCCOCC=O	2
COCCC([O-])=O	2
Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cc(NCCN(CCO)CC=O)nc(C)n2)s1=O	2
CC(C)(C(N)=O)C([O-])=O	2
CC(C)C(CC(N)C(O)CC(C(C)C)C(=O)NCC(C)(C)C(N)=O)Cc1ccc(O)c(OCCCO)c1	2
CC(CO)(C=O)C(N)=O	2
Cc1cc(O)c(O)c(Cl)c1N	2
COC(C(O)C(\C)=C/C(C)C(=O)CC(O)C(C)CC1CCC(OP(C)(C)=O)C(C1)OC)C(=O)C(C)CC(C)\C=C/C=C/C=C(/C)C(O)CC1CCC(C)C(O)(O1)C(=O)C(=O)N1CCCCC1C([O-])=O	2
CC(=O)CO	2
COCCCOc1cc(CC(CC(N)C(=O)CC(C(C)C)C(N)=O)C(C)C)ccc1OC	2
NCCN1C(C=O)c2ccccc2Cc2cccnc12	2
CC1CCOC2CN(\C=C(/C([O-])=O)C(=O)C([O-])=O)C(=O)C(=O)N12	2
CC(C)(C)C(N)C(=O)NC(Cc1ccccc1)C(O)CN(N)Cc1ccc(cc1)-c1ccccn1	2
Oc1cccc(-c2nn[nH]n2)c1-c1ccc(C=O)cc1	2
Oc1ccc2Cc3cccnc3N3CCNCC3c2c1O	2
CNC(C)c1cccc(O)c1	2
Oc1ccc(cc1O)C1C(CCC(=O)c2ccc(F)cc2)C(=O)N1c1ccc(F)cc1	2
O=CCN1CCNCC1	2
NC(=O)C(O)CCCCCC(=O)NO	2
Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cc(NCCN(CC=O)CC=O)nc(C)n2)s1	2
O=CCC(=O)c1ccccc1	2
CCc1ccc(CCOc2ccc(CC(C([O-])=O)S(=O)C(N)=O)cc2)nc1	2
Cc1ccc(cc1Nc1nccc(n1)-c1cnc(O)c(O)c1)C(=O)Nc1cc(cc(c1)C(F)(F)F)-n1cnc(CO)c1	2
CCOc1ccc(Cc2cc(ccc2Cl)C2OC(C=O)C(O)C(O)C2=O)cc1	2
OCCOCCOC1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3CC1CO1)c45	2
NS(=O)(=O)c1cc(c(NC=O)cc1Cl)S([O-])(=O)=O	2
CCc1ccc(CCOc2ccc(CC(=O)C([O-])=O)cc2)nc1	2
Oc1ccc2CC(=O)C3(O)CCC(OCCOCCOCCOCCOCCOCCOCC=O)C4Oc1c2C34CCNCC=C	2
Oc1ccc2CC3N(CC4CO4)CCC45C(Oc1c24)C(CCC35O)OCCOCC=O	2
COc1ccc(CC(CC(N)C(O)CC(C(C)C)C([O-])=O)C(C)C)cc1OCCCO	2
COC(CC1CCC(C)C(O)(O1)C(=O)C(=O)N1CCCCC1C([O-])=O)C(\C)=C/C=C/C=C\C(C)CC(C)C(=O)C(OC)C(O)C(C)C(O)C(C)C(=O)CC(O)C(C)CC1CCC(OP(C)(C)=O)C(C1)OC	2
[O-]C(=O)C1CCCN1C(=O)C=O	2
COc1ccc(CC(CC(N)C(=O)CC(C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)cc1OCCCO	2
Cc1cccc(Cl)c1NC(=O)C1=CN=C(Nc2cc(nc(C)n2)N2CCN(CCO)CC2)S1(=O)=O	2
NC12CC3CC(O)(CC(C1)C3O)C2	2
CCOc1ccc(Cc2cc(C=O)ccc2Cl)cc1	2
CCC([O-])=O	2
CN1CCN(CC1)C1=Nc2ccccc2NC2=C1C=C(C)S2(=O)=O	2
Oc1ccc2C3CNCCN3c3ncccc3Cc2c1O	2
O=CCNCC1Nc2ncccc2Cc2ccccc12	2
OC1CCC2(O)C3Cc4ccc(O)c(O)c4C2(CCN3CC=C)C1O	2
CCCC(=O)C1=NC2(CCCC2)C(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1	2
OC1C(CCC2(O)C3Cc4ccc(O)c(O)c4C12CCN3CC=C)OCCOCCOCCOCCOCC=O	2
COCCCOc1cc(CC(CC(=O)C(O)CC(C(C)C)C(=O)NCC(C)(C)C([O-])=O)C(C)C)ccc1OC	2
CCOc1ccc(Cc2cc(ccc2Cl)C2OC(C=O)C(O)C(=O)C2O)cc1	2
OC1C(CCC2(O)C3Cc4ccc(O)c(O)c4C12CCN3CC=C)OCCOCCOCCOCC=O	2
CCc1ccc(CC=O)nc1O	2
Oc1ccc2CC(NCC=C)C3(O)CCC(OCCOCCOCCOCCOCCOCC=O)C4Oc1c2C34CC=O	2
CN1CCNc2ncccc2Cc2cc(O)c(O)cc2C(=O)C1	2
CC1CCOC(N1C(=O)c1[nH]cc(C(=O)NCc2ccc(F)cc2F)c(=O)c1O)C([O-])=O	2
COc1ccc(CC(CC(N)C(O)CC(C(C)C)C(=O)NCC(C)(C)C([O-])=O)C(C)C)cc1O	2
CCCCC(=O)NC(=O)C1(N)CCCC1	2
CC(C)(O)CC(NC=O)C([O-])=O	2
[O-]C(=O)C(=O)N1CCCC1C#N	2
OCCOCCOCC=O	2
CCCC(O)C1=NC2(CCCC2)C(=O)N1	2
NC(=O)c1ccccc1Sc1cccc(O)c1O	2
[O-]C(=O)C(=O)C(F)C=C	2
CC1=C(C(C(C([O-])=O)=C(COCCN)N1)c1ccccc1Cl)C([O-])=O	2
OCCOCCOCCOCCOCCOCCOC1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3CC1CO1)c45	2
FC(F)(F)C1(OC(=O)Nc2ccc(Cl)cc12)C#CC1CC1=O	2
CC(C)c1nc(nc(-c2ccc(F)cc2)c1C=CC([O-])=O)N(C)S(C)(=O)=O	2
CCCCCCCCc1ccc(CCC(N)(CO)C([O-])=O)cc1	2
CNCCN1C(C=O)c2cc(O)c(O)cc2Cc2cccnc12	2
Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cc(nc(C)n2)N(CCNCCO)CC=O)s1=O	2
Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cc(nc(C)n2)N(CC=O)CC=O)s1	2
COCC([O-])=O	2
COc1cc(O)c(CC(CC(N)C(O)CC(C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)cc1O	2
COCCOCCOCCOCCOCC([O-])=O	2
Oc1c(c(=O)oc(=O)c2ccccc12)C1(O)CCC(CC1)c1ccc(Cl)cc1	2
CC1CC2C3CCC4=COC(=O)CC(O)C4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl	2
COCCOCCOCCOCCOCCOCCOCCOC1CCC2(O)OC(=O)Cc3ccc(O)c4OC1C2(CCNCC=C)c34	2
Oc1ccc(CC(=O)C(=O)NC(S)=O)cc1	2
COC(=O)C(N1CCC2=C(C1)C=CS2(=O)=O)c1ccccc1Cl	2
Cc1cn(cn1)-c1cc(NC(=O)c2cc(Nc3nccc(n3)-c3cccnc3)c(CO)c(O)c2O)cc(c1)C(F)(F)F	2
COc1ccc(CC(CC(N)C(O)CC(C(C)C)C(N)=O)C(C)C)cc1OCCC=O	2
OCCOCCOCCOCCOC1CCC2(O)C3Cc4ccc(O)c(O)c4C2(CCN3CC=C)C1O	2
CN(CC=O)CC1Nc2ncccc2Cc2c(O)c(O)ccc12	2
CCOc1ccc(Cc2cc(ccc2Cl)C(O)C(O)C(O)C(O)C(=O)C=O)cc1	2
OC1CCC2(O)C3Cc4cc(O)c(O)c5OC1C2(CCN3CC=C)c45	2
Cc1ccc(cc1Cc1ccc(s1)-c1ccc(F)cc1)C(O)C(O)C(O)C(O)C(=O)C=O	2
COC(CC1CCC(C)C(O)(O1)C(=O)C(=O)N1CCCCC1C([O-])=O)C(\C)=C/C=C/C=C\C(C)CC(C)C(=O)C(OC)C(O)C(\C)=C/C(C)C(=O)CC(O)C(C)CC1CCC(OP(C)(C)=O)C(=O)C1	2
OCCOCCOCCOCCO	2
COC(CC1CCC(C)C(O)(O1)C(=O)C(=O)N1CCCCC1C([O-])=O)C(\C)=C/C=C/C=C\C(C)CC(C)C(=O)C(OC)C(=O)C(\C)=C/C(C)C(=O)CC(O)C(C)CC1CCC(OP(C)(C)=O)C(C1)OC	2
CNCCNc1ncccc1Cc1ccccc1C(=O)C=O	2
Oc1c(O)c(C=O)c(F)cc1F	2
COc1c(CO)cnc(CS(=O)c2nc3ccc(O)cc3[nH]2)c1C	2
OC1C(O)C(=O)CC1n1nnc2c(NC3CC3c3ccc(F)c(F)c3)nc(S)nc12	2
OCCCCC(=O)NCc1ccc(cc1)-c1ccccc1-c1nn[nH]n1	2
OCCOCCOCCOCC=O	2
Oc1cc2Cc3ccccc3C3CNCCN3c2nc1O	2
Nc1ccccc1Sc1ccccc1C(=O)N1CCN(CCO)CC1	2
CC1CC2C3CCC4=COC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccc(O)o1)C(=O)CCl	2
CNCC1N(CC=O)c2ncccc2Cc2cc(O)c(O)cc12	2
COc1ccc2nc([nH]c2c1)S(=O)Cc1ncc(C=O)c(OC)c1C	2
COCCOCCOCCOCCOCCOCCOCCOC1CCC2(O)C(=O)Cc3ccc(O)c(O)c3C2(CCNCC=C)C1O	2
Oc1ccc2CC(NCC=C)C3(O)CCC(OCC=O)C4Oc1c2C34CC=O	2
[O-]C(=O)C(=O)C(C=C)C(c1ccccc1)(c1ccccc1Cl)n1ccnc1	2
COC(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)CN(Cc1ccc(cc1)-c1ccccn1)NC(=O)C(N)C(C)(C)C)C(C)(C)C	2
COC(=O)NC(C(=O)NN(CC(=O)C(Cc1ccccc1)NC(=O)C(N)C(C)(C)C)Cc1ccc(cc1)-c1ccccn1)C(C)(C)C	2
CCCC\C(N)=N\C1(CCCC1)C([O-])=O	2
OC1CC1C#CC1(OC(=O)Nc2c(O)c(O)c(Cl)cc12)C(F)(F)F	2
OCCOCCOCCOCCOCCOCCOC1CCC2(O)C(Cc3ccc(O)c4OC1C2(CC=O)c34)NCC=C	2
CCCS(=O)c1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(=O)C(O)C3O)c2n1	2
CCOc1ccc(Cc2cc(ccc2Cl)C2OC(C(O)C(O)C2O)C([O-])=O)cc1	2
Oc1ccc2CC3N(CC=C)CCC45C(Oc1c24)C(CCC35O)OCCOCCOCC([O-])=O	2
OCCOC1CC(C(O)C1O)n1nnc2c(NC3CC3c3ccc(F)c(F)c3)nc(nc12)S([O-])=O	2
COc1ccc2nc([nH]c2c1)S(=O)(=O)Cc1ncc(C)c(O)c1C	2
CC(C)(C([O-])=O)c1ccc(cc1)C(=O)CCCNCCC(CC=O)C(O)(c1ccccc1)c1ccccc1	2
OCC(O)C(O)C(O)C(O)C(=O)c1ccc(Cl)c(Cc2ccc(O)cc2)c1	2
OCCOC1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3CC1CO1)c45	2
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)C=O	2
OC12CC3(O)CC(O)(C1)CC(C2)(C3)NCC(=O)N1CCCC1C#N	2
OC(CCC1C(N(C1=O)c1ccc(F)cc1)C(=C)CC(=O)C([O-])=O)c1ccc(F)cc1	2
O=CCOCCOCCOCCOCCOCCOCC=O	2
OCCOCCOCCOCCOCCOCCOCCOC1CCC2(O)C3Cc4ccc(O)c(O)c4C2(CCN3CC=C)C1O	2
CC1CC2C3CCC4=COC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl	2
O=CC1Nc2ncccc2Cc2ccccc12	2
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO	2
O=CCC(=O)c1cccs1	2
Cc1[nH]c2c(O)c(O)ccc2c1CCN	2
CC(N(C)C)c1cccc(O)c1O	2
Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cc(nc(C)n2)N(CCNCC=O)CC=O)s1	2
Oc1ccc2CC3N(CC4CO4)CCC45C(Oc1c24)C(CCC35O)OCCOCCOCCOCC=O	2
Oc1cc(ccc1C=O)-c1ccccc1-c1nn[nH]n1	2
Cc1ccc(cc1Cc1ccc(s1)-c1ccc(F)cc1)C1OC(C=O)C(O)C(=O)C1O	2
CN1CCN(CC1)C(=O)c1cc(C)sc1N	2
Oc1ccc2CC3NCCC45C(Oc1c24)C(CCC35O)OCC=O	2
CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(O)C(O)C3=O)c2n1	2
Oc1ccc2CC3N(CC4CO4)CCC45C(Oc1c24)C(CCC35O)OCCOCCOCCOCCOCC=O	2
OC1C(=O)CCC2(O)C3Cc4ccc(O)c(O)c4C12CCN3CC=C	2
Nc1ccccc1Sc1ccccc1C(=O)N1CCN(CC=O)CC1	2
OCCN1CCNCC1	2
O=CCOCCOCC=O	2
Cc1ccc(cc1Cc1ccc(s1)-c1ccc(F)cc1)C(O)C(O)C(O)C(=O)C(=O)CO	2
C\C(=C\C([O-])=O)\C=C(\CC([O-])=O)C([O-])=O	2
CCCCCCCCCCCC(O)CC(O)C(CCCCCC)C([O-])=O	2
Nc1nc2[nH]cc(C(O)Cc3ccc(cc3)C([O-])=O)c2c(=O)[nH]1	2
Oc1ccc(C(N2CCc3sccc3C2)C([O-])=O)c(Cl)c1O	2
OCC1OC(C(=O)C(O)C1O)c1ccc(Cl)c(Cc2ccc(O)cc2)c1	2
O=CCN1CCN(CC1)C1=Nc2ccccc2S(=O)c2ccccc12	2
CC#CC(=O)N1CCCC1c1nc(-c2ccc(C([O-])=O)c(O)c2O)c2c(N)nccn12	2
CC(C)Oc1cc(C(CC=O)CC=O)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1	2
OC(c1ccccc1)(c1ccccc1)C1(O)CCNCC1	2
O=CCC=O	2
O=C1CNCCNc2ncccc2Cc2ccccc12	2
OCCOC1CC(C(O)C1=O)n1nnc2c(NC3CC3c3ccc(F)c(F)c3)nc(S)nc12	2
CCCCCCCCCCCC(CC(=O)C(CCCCCC)C([O-])=O)OC(=O)C(CC(C)C)NC=O	2
CC1CC2C3CC\C(=C\O)C(C)(\C=C/C([O-])=O)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl	2
c1ccoc1	2
CC(C)c1nc(nc(C([O-])=O)c1C=CC(O)CC(O)CC([O-])=O)N(C)S(C)(=O)=O	2
Cc1nc(NCCN(CCO)CC=O)cc(Nc2ncc(s2)C([O-])=O)n1	2
OCCOCCOCCO	2
[O-]C(=O)CCC([O-])=O	2
Cc1nc(N)cc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)n1	2
CN1CCN(CC1)C(=N\C([O-])=O)\c1cc(C)sc1N	2
COCC(=O)C(C)CC(C)C=CC=CC=C(C)C(CC1CCC(C)C(O)(O1)C(=O)C(=O)N1CCCCC1C(=O)OC(CC(=O)C(C)C=C(C)C([O-])=O)C(C)CC1CCC(OP(C)(C)=O)C(C1)OC)OC	2
CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(=O)OC(O)C3O)c2n1	2
C\C=C\C(CC([O-])=O)C(=O)C([O-])=O	2
OCCOCCOCCOCCOCCOCCOCCOC1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3CC1CO1)c45	2
Oc1cc2c(NCNS2(=O)=O)cc1Cl	2
CNCCC(=O)c1cccs1=O	2
Nc1cccc(O)c1O	2
COCCCOc1cc(CC(CC(N)C(O)CC(C(C)C)C(=O)NCC(C)(C)C([O-])=O)C(C)C)ccc1O	2
OCC1OC(C(O)C(O)C1=O)c1ccc(Cl)c(Cc2ccc(O)cc2)c1	2
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(=O)CC3(C)C2(O1)C(=O)C=O	2
Cc1nc(Nc2ncc(s2)C([O-])=O)cc(n1)N1CCN(CC=O)CC1	2
CN1CCN(CC1)C(=O)c1cc(C)s(=O)c1Nc1ccccc1N	2
Cc1ccc(cc1Cc1ccc(-c2ccc(F)cc2)s1=O)C1OC(CO)C(O)C(O)C1=O	2
[O-]C(=O)\C=C/C=C\C([O-])=O	2
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)C(=O)CCC([O-])=O)C(=O)CCl	2
CC1CCOC2CN(C(O)C(C(=O)NCc3ccc(F)cc3F)C(=O)C([O-])=O)C(=O)C(=O)N12	2
Cc1ccc(cc1Cc1ccc(s1)-c1ccc(F)cc1)C(=O)C(O)C(O)C(O)C(O)C=O	2
Cc1ccc(cc1Cc1ccc(s1)-c1ccc(F)cc1)C(=O)C(O)C(=O)C(O)C(O)CO	2
OCCOCCOC1CCC2(O)C(=O)Cc3ccc(O)c4OC1C2(CCNCC=C)c34	2
[O-]C(=O)CC([O-])=O	2
Cc1cccc(O)c1O	2
CCOc1ccc(Cc2cc(ccc2Cl)C(O)C(=O)C(O)C(O)C(=O)CO)cc1	2
OCCOCCOCCOCCOCCOCC=O	2
CC(C)(C)C#CC=CCN	2
CCOc1ccc(Cc2cc(ccc2Cl)C(=O)C(O)C(=O)C(O)C(O)CO)cc1	2
Oc1cc(Cl)c(cc1O)C(N1CCc2sccc2C1)C([O-])=O	2
COCCOCC([O-])=O	2
COc1ccc(CC(CC(N)C(O)CC(C(C)C)C(N)=O)C(C)C)cc1OCCCO	2
Oc1ccc2CC3N(CC4CO4)CCC45C(Oc1c24)C(=O)CCC35O	2
Nc1nc2[nH]cc(CCc3ccccc3)c2c(=O)[nH]1	2
OCCOCCOCCOCCOC1CCC2(O)C3Cc4ccc(O)c5OC1C2(CCN3CC1CO1)c45	2
Oc1ccc2CC(=O)C3(O)CCC(OCCOCC=O)C4Oc1c2C34CCNCC=C	2
COc1ccc(CC(CC(N)C(=O)CC(C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)cc1OCCC=O	2
OC(CCC1C(\C=C\CC(=O)C([O-])=O)N(C1=O)c1ccc(F)cc1)c1ccc(F)cc1	2
CCc1ccc(nc1)C(O)C=O	2
Cc1cc(C(=O)N2CCNCC2)c(Nc2ccccc2N)s1	2
CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)OC3=O)c2n1	2
